""	"Gene.symbol"	"baseMean"	"logFC"	"lfcSE"	"stat"	"pvalue"	"adj.P.Val"	"KO_Number"	"KO_Class"	"KO_Subclass_1"	"KO_Subclass_2"	"abundance"	"path"	"sig"	"pch"
"217"	"K00608"	0	NA	NA	NA	NA	NA	"K00608"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	0	"K00608_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"	NA	19
"218"	"K00609"	7.7963905330703	5.90179220687835	0.961300671440268	6.13938217481528	8.28430434345404e-10	3.85434065932533e-09	"K00609"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	8.89473684210526	"K00609_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"	8.41404990360713	19
"219"	"K00610"	3.74971609840005	4.84525874312075	2.20071614037509	2.20167365260243	0.0276883691353	0.0520599227191108	"K00610"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	4.15789473684211	"K00610_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"	1.28349648091923	19
"220"	"K00611"	3.83825075433378	2.92566030018867	2.33787525164957	1.25141848271176	0.2107818374797	0.212065787758764	"K00611"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	3.73684210526316	"K00611_Metabolism_Overview_ Biosynthesis of amino acids"	0.673529389880618	19
"221"	"K00613"	0	NA	NA	NA	NA	NA	"K00613"	"Metabolism"	"Amino acid metabolism"	" Glycine, serine and threonine metabolism"	0	"K00613_Metabolism_Amino acid metabolism_ Glycine, serine and threonine metabolism"	NA	19
"222"	"K00615"	11.9011454780295	6.5116519431468	0.781161056984671	8.33586350077687	7.69346346537791e-17	8.86537476068548e-16	"K00615"	"Metabolism"	"Overview"	" Carbon metabolism"	13.4736842105263	"K00615_Metabolism_Overview_ Carbon metabolism"	15.0523029010041	19
"223"	"K00616"	1.79221505136357	3.78057868597967	3.30719425800799	1.14313777511721	0.252981392530065	NA	"K00616"	"Metabolism"	"Overview"	" Carbon metabolism"	2.05263157894737	"K00616_Metabolism_Overview_ Carbon metabolism"	NA	19
"224"	"K00620"	0.771463789192414	2.56404865149167	4.00504885456563	0.640204088539077	0.522039925086398	NA	"K00620"	"Metabolism"	"Overview"	" -Oxocarboxylic acid metabolism"	0.842105263157895	"K00620_Metabolism_Overview_ -Oxocarboxylic acid metabolism"	NA	19
"225"	"K00625"	7.06579612512901	5.75952973145548	1.01789751744703	5.65826090813232	1.52914551388308e-08	6.06153281703254e-08	"K00625"	"Metabolism"	"Overview"	" Carbon metabolism"	8	"K00625_Metabolism_Overview_ Carbon metabolism"	7.21741753923258	19
"226"	"K00626"	0.872180102285646	2.74086206078084	3.54990952702713	0.772093497006999	0.440059053508839	NA	"K00626"	"Metabolism"	"Overview"	" Carbon metabolism"	0.947368421052632	"K00626_Metabolism_Overview_ Carbon metabolism"	NA	19
"227"	"K00627"	4.47591367349015	5.10098910047283	2.99053031195485	1.70571389297787	0.088061361702578	0.103916669312597	"K00627"	"Metabolism"	"Overview"	" Carbon metabolism"	5.21052631578947	"K00627_Metabolism_Overview_ Carbon metabolism"	0.983314781511059	19
"228"	"K00631"	0	NA	NA	NA	NA	NA	"K00631"	"Metabolism"	"Lipid metabolism"	" Glycerolipid metabolism"	0	"K00631_Metabolism_Lipid metabolism_ Glycerolipid metabolism"	NA	19
"230"	"K00634"	0.527097883293874	2.01436466582957	3.74463624986599	0.53793333488711	0.590623073666699	NA	"K00634"	"Metabolism"	"Carbohydrate metabolism"	" Butanoate metabolism"	0.578947368421053	"K00634_Metabolism_Carbohydrate metabolism_ Butanoate metabolism"	NA	19
"231"	"K00639"	6.10826031900433	5.54933092670542	3.01706084828986	1.83931687352309	0.0658685926427809	0.0924586052535352	"K00639"	"Metabolism"	"Amino acid metabolism"	" Glycine, serine and threonine metabolism"	6.63157894736842	"K00639_Metabolism_Amino acid metabolism_ Glycine, serine and threonine metabolism"	1.03405266222026	19
"232"	"K00640"	6.61980632837587	5.66558631681327	3.05424444115117	1.85498784592299	0.0635979622100407	0.0908287747299126	"K00640"	"Metabolism"	"Overview"	" Carbon metabolism"	7.78947368421053	"K00640_Metabolism_Overview_ Carbon metabolism"	1.04177654435645	19
"233"	"K00641"	1.12411281940428	3.10694063349573	3.46332617043657	0.897097322226533	0.369666987480035	NA	"K00641"	"Metabolism"	"Amino acid metabolism"	" Cysteine and methionine metabolism"	1.21052631578947	"K00641_Metabolism_Amino acid metabolism_ Cysteine and methionine metabolism"	NA	19
"234"	"K00645"	13.0927573634316	6.65052788010066	0.781718289458121	8.50757615599699	1.77607075542215e-17	2.37849475489642e-16	"K00645"	"Metabolism"	"Overview"	" Fatty acid metabolism"	15.3157894736842	"K00645_Metabolism_Overview_ Fatty acid metabolism"	15.6236978019578	19
"235"	"K00647"	4.20932246737059	5.01222362484569	3.03973183545209	1.64890322441889	0.0991674624655925	0.107947391608195	"K00647"	"Metabolism"	"Overview"	" Fatty acid metabolism"	4.68421052631579	"K00647_Metabolism_Overview_ Fatty acid metabolism"	0.966787847297828	19
"236"	"K00648"	12.0598509220139	6.53108150326768	0.786138400951317	8.30780113955039	9.74917294350911e-17	1.11050923988707e-15	"K00648"	"Metabolism"	"Overview"	" Fatty acid metabolism"	13.7368421052632	"K00648_Metabolism_Overview_ Fatty acid metabolism"	14.9544778235943	19
"237"	"K00651"	6.61217535403136	5.66444464199594	1.08542640139337	5.21863539962218	1.8024618675964e-07	6.54300260361917e-07	"K00651"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	7.68421052631579	"K00651_Metabolism_Overview_ Biosynthesis of amino acids"	6.18422290688531	19
"238"	"K00652"	0.203716230294105	0.639074144725402	4.04918128341941	0.157827990399512	0.874592341931011	NA	"K00652"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Biotin metabolism"	0.210526315789474	"K00652_Metabolism_Metabolism of cofactors and vitamins_ Biotin metabolism"	NA	19
"239"	"K00655"	8.9810782212611	4.7524169970652	3.06603972087859	1.55001807859924	0.121137176875655	0.124659337781697	"K00655"	"Metabolism"	"Lipid metabolism"	" Glycerolipid metabolism"	9.47368421052632	"K00655_Metabolism_Lipid metabolism_ Glycerolipid metabolism"	0.904275184507382	19
"240"	"K00656"	3.73678102763905	4.84102326055725	2.21550775532016	2.1850626561484	0.0288842528736535	0.0535622253046171	"K00656"	"Metabolism"	"Carbohydrate metabolism"	" Pyruvate metabolism"	4.47368421052632	"K00656_Metabolism_Carbohydrate metabolism_ Pyruvate metabolism"	1.27114138801851	19
"241"	"K00657"	2.70757657998654	4.37583485626021	2.97899703870387	1.46889533605045	0.141861179870442	NA	"K00657"	"Metabolism"	"Amino acid metabolism"	" Arginine and proline metabolism"	3.10526315789474	"K00657_Metabolism_Amino acid metabolism_ Arginine and proline metabolism"	NA	19
"242"	"K00658"	0.926963532661993	2.82884736914427	3.93975918074254	0.71802545266513	0.472741593137736	NA	"K00658"	"Metabolism"	"Overview"	" Carbon metabolism"	1	"K00658_Metabolism_Overview_ Carbon metabolism"	NA	19
"246"	"K00674"	5.85071119571955	5.48731582740766	3.03785006036645	1.80631555816344	0.0708690629972134	0.0954228823780415	"K00674"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	6.63157894736842	"K00674_Metabolism_Overview_ Biosynthesis of amino acids"	1.02034746912302	19
"247"	"K00677"	10.4194263391873	6.31988632509339	2.98844019649474	2.11477757945641	0.0344489086381816	0.0606374217769769	"K00677"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	11.8421052631579	"K00677_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"	1.21725927261076	19
"249"	"K00681"	0	NA	NA	NA	NA	NA	"K00681"	"Metabolism"	"Metabolism of other amino acids"	" Taurine and hypotaurine metabolism"	0	"K00681_Metabolism_Metabolism of other amino acids_ Taurine and hypotaurine metabolism"	NA	19
"251"	"K00687"	1.95477803163545	3.90603102842745	3.25277405393103	1.20083072591745	0.22981687046036	NA	"K00687"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Peptidoglycan biosynthesis"	2.31578947368421	"K00687_Metabolism_Glycan biosynthesis and metabolism_ Peptidoglycan biosynthesis"	NA	19
"252"	"K00688"	4.3302643453483	5.05328325871266	2.98560727071501	1.69254788072059	0.0905415588981624	0.105066375723746	"K00688"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	5.05263157894737	"K00688_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	0.978536248520292	19
"253"	"K00689"	0	NA	NA	NA	NA	NA	"K00689"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	0	"K00689_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	NA	19
"254"	"K00690"	1.17586092462995	3.17223938579873	3.4151056448924	0.928884700988125	0.352948842388254	NA	"K00690"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	1.31578947368421	"K00690_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	NA	19
"255"	"K00691"	0	NA	NA	NA	NA	NA	"K00691"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	0	"K00691_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	NA	19
"256"	"K00692"	0	NA	NA	NA	NA	NA	"K00692"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	0	"K00692_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	NA	19
"257"	"K00694"	0.268208141612632	1.03473610691332	4.03486819505264	0.256448552193617	0.797604501714527	NA	"K00694"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	0.263157894736842	"K00694_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	NA	19
"258"	"K00700"	2.05460797046742	3.97736745643807	3.22485930219528	1.23334604202128	0.217446686927742	NA	"K00700"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	2.26315789473684	"K00700_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	NA	19
"259"	"K00703"	5.96288757846626	5.51451391925422	1.19856909940574	4.60091447542604	4.20640124295103e-06	1.36226916070734e-05	"K00703"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	6.68421052631579	"K00703_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	4.86573707490416	19
"260"	"K00705"	4.28418952824587	5.03810064995927	1.85407734565534	2.71730877989802	0.00658151739993267	0.0152034586091685	"K00705"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	5	"K00705_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	1.81805760389641	19
"262"	"K00720"	0.58869640384728	2.17491438598162	3.6751120255193	0.591795398583612	0.553987604842469	NA	"K00720"	"Metabolism"	"Lipid metabolism"	" Sphingolipid metabolism"	0.684210526315789	"K00720_Metabolism_Lipid metabolism_ Sphingolipid metabolism"	NA	19
"263"	"K00721"	5.12846841789987	3.78988262974613	3.09597066369972	1.22413389577057	0.220901721115591	0.221796966185969	"K00721"	"Metabolism"	"Glycan biosynthesis and metabolism"	" N-Glycan biosynthesis"	5.26315789473684	"K00721_Metabolism_Glycan biosynthesis and metabolism_ N-Glycan biosynthesis"	0.654044398573261	19
"264"	"K00737"	0	NA	NA	NA	NA	NA	"K00737"	"Metabolism"	"Glycan biosynthesis and metabolism"	" N-Glycan biosynthesis"	0	"K00737_Metabolism_Glycan biosynthesis and metabolism_ N-Glycan biosynthesis"	NA	19
"265"	"K00748"	3.18631604207033	4.61066457226004	2.62020066251691	1.75966086804632	0.0784653244836494	0.099691200722175	"K00748"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	3.63157894736842	"K00748_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"	1.00134317314723	19
"267"	"K00756"	1.9150220114596	3.87622313890044	3.25916573888251	1.18932986213506	0.234309888732153	NA	"K00756"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	2.21052631578947	"K00756_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"	NA	19
"268"	"K00757"	2.0259503799128	3.95702246166439	3.23341172707011	1.22379170847196	0.221030812998729	NA	"K00757"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	2.21052631578947	"K00757_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"	NA	19
"269"	"K00759"	8.11013419522171	5.95844678645227	2.99826814518697	1.98729616496016	0.0468895864141673	0.0760516859843532	"K00759"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	9.36842105263158	"K00759_Metabolism_Nucleotide metabolism_ Purine metabolism"	1.11889115366115	19
"270"	"K00760"	9.2015330714412	6.13983096120348	0.863918108427362	7.10695944593655	1.18627272329629e-12	7.21224704777072e-12	"K00760"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	10.2105263157895	"K00760_Metabolism_Nucleotide metabolism_ Purine metabolism"	11.1419294054042	19
"271"	"K00761"	16.7076102535614	7.00147089092367	0.779038612907293	8.9873220337499	2.53327502881468e-19	6.97354320432042e-18	"K00761"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	19.2105263157895	"K00761_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"	17.156546504098	19
"272"	"K00762"	10.9762174028499	6.39495012728868	0.798176983009573	8.01194504904932	1.12908317522352e-15	1.05558625155331e-14	"K00762"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	12.4210526315789	"K00762_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"	13.9765062748686	19
"273"	"K00763"	6.81428192999972	5.70808050296579	1.05916207550423	5.38924177420945	7.07555648280982e-08	2.62617096421893e-07	"K00763"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Nicotinate and nicotinamide metabolism"	7.94736842105263	"K00763_Metabolism_Metabolism of cofactors and vitamins_ Nicotinate and nicotinamide metabolism"	6.58067700467456	19
"274"	"K00764"	8.71611317239858	6.06223814187768	0.882489041921142	6.86947696107414	6.44377227815571e-12	3.58751591441141e-11	"K00764"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	9.8421052631579	"K00764_Metabolism_Nucleotide metabolism_ Purine metabolism"	10.4452061637003	19
"275"	"K00765"	0.693837990770243	2.41156507652664	3.63161352969167	0.664047827999853	0.506659700190571	NA	"K00765"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	0.789473684210526	"K00765_Metabolism_Overview_ Biosynthesis of amino acids"	NA	19
"276"	"K00766"	8.70843286777148	6.0615351184779	0.885418731275547	6.84595311163744	7.59683602305977e-12	4.18248027714013e-11	"K00766"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	10	"K00766_Metabolism_Overview_ Biosynthesis of amino acids"	10.3785660983152	19
"277"	"K00767"	0.675030815543363	2.37136083296922	4.00731583090574	0.591757908044209	0.554012713117195	NA	"K00767"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Nicotinate and nicotinamide metabolism"	0.736842105263158	"K00767_Metabolism_Metabolism of cofactors and vitamins_ Nicotinate and nicotinamide metabolism"	NA	19
"278"	"K00768"	0.937813815657994	2.84548316989914	3.92131228141517	0.725645642502165	0.468056032889004	NA	"K00768"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	1	"K00768_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"279"	"K00769"	0	NA	NA	NA	NA	NA	"K00769"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0	"K00769_Metabolism_Nucleotide metabolism_ Purine metabolism"	NA	19
"280"	"K00772"	0	NA	NA	NA	NA	NA	"K00772"	"Metabolism"	"Amino acid metabolism"	" Cysteine and methionine metabolism"	0	"K00772_Metabolism_Amino acid metabolism_ Cysteine and methionine metabolism"	NA	19
"284"	"K00784"	4.65108580663665	5.15615608883687	1.6564392612594	3.11279514403481	0.00185324606625682	0.00474565077948453	"K00784"	"Genetic Information Processing"	"Translation"	" RNA transport"	5.21052631578947	"K00784_Genetic Information Processing_Translation_ RNA transport"	2.32370422358244	19
"286"	"K00788"	4.96612048639475	5.25072018188379	3.00379392876119	1.74802942758768	0.0804589318895566	0.100589721312168	"K00788"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Thiamine metabolism"	5.47368421052632	"K00788_Metabolism_Metabolism of cofactors and vitamins_ Thiamine metabolism"	0.997446395080022	19
"287"	"K00789"	11.2262850378503	6.42801368844656	0.794229717251013	8.09339357219622	5.80249953887339e-16	5.86762963573829e-15	"K00789"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	12.8947368421053	"K00789_Metabolism_Overview_ Biosynthesis of amino acids"	14.2315373065928	19
"288"	"K00790"	18.2632604782279	7.12931609254085	0.770381894720714	9.25426225797458	2.15714893832241e-20	1.425156398585e-18	"K00790"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"	20.4736842105263	"K00790_Metabolism_Carbohydrate metabolism_ Amino sugar and nucleotide sugar metabolism"	17.8461374729781	19
"289"	"K00791"	7.34652836718781	5.81579809960882	0.999132405892474	5.82084823323678	5.85497171083283e-09	2.42773094788089e-08	"K00791"	"Metabolism"	"Metabolism of terpenoids and polyketides"	" Zeatin biosynthesis"	8.31578947368421	"K00791_Metabolism_Metabolism of terpenoids and polyketides_ Zeatin biosynthesis"	7.61479944540783	19
"290"	"K00793"	1.56059295155789	3.58068828199962	3.34741828759523	1.06968653880779	0.284760427485376	NA	"K00793"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Riboflavin metabolism"	1.73684210526316	"K00793_Metabolism_Metabolism of cofactors and vitamins_ Riboflavin metabolism"	NA	19
"291"	"K00794"	5.83735666418925	3.34699999059532	2.24393956476692	1.49157314356769	0.135811083075336	0.138608427731883	"K00794"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Riboflavin metabolism"	5.10526315789474	"K00794_Metabolism_Metabolism of cofactors and vitamins_ Riboflavin metabolism"	0.858210362753236	19
"292"	"K00795"	0.681455824709632	2.38452471349667	3.60786634013185	0.66092379503436	0.508661185337003	NA	"K00795"	"Metabolism"	"Metabolism of terpenoids and polyketides"	" Terpenoid backbone biosynthesis"	0.736842105263158	"K00795_Metabolism_Metabolism of terpenoids and polyketides_ Terpenoid backbone biosynthesis"	NA	19
"293"	"K00796"	6.1800142834678	5.56671182976707	1.15577491595504	4.81643246701473	1.46147595973026e-06	4.90956839353453e-06	"K00796"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Folate biosynthesis"	7.10526315789474	"K00796_Metabolism_Metabolism of cofactors and vitamins_ Folate biosynthesis"	5.30895668558483	19
"294"	"K00797"	1.71965275440716	3.72137989542443	3.6989993279299	1.00605043837817	0.31439130790988	NA	"K00797"	"Metabolism"	"Amino acid metabolism"	" Cysteine and methionine metabolism"	2.10526315789474	"K00797_Metabolism_Amino acid metabolism_ Cysteine and methionine metabolism"	NA	19
"295"	"K00798"	0.66907365864902	2.35730549419518	4.00749328621141	0.588224440027377	0.556381654887923	NA	"K00798"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	0.684210526315789	"K00798_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"296"	"K00799"	0	NA	NA	NA	NA	NA	"K00799"	"Metabolism"	"Metabolism of other amino acids"	" Glutathione metabolism"	0	"K00799_Metabolism_Metabolism of other amino acids_ Glutathione metabolism"	NA	19
"297"	"K00800"	7.31091375207058	5.80851709300974	0.995784675521311	5.83310552551824	5.4405135471171e-09	2.26535669125758e-08	"K00800"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	8.21052631578947	"K00800_Metabolism_Overview_ Biosynthesis of amino acids"	7.64486340652149	19
"298"	"K00805"	0.798589496682417	2.6133868675749	3.97122054802109	0.65808152329318	0.510485747814099	NA	"K00805"	"Metabolism"	"Metabolism of terpenoids and polyketides"	" Terpenoid backbone biosynthesis"	0.842105263157895	"K00805_Metabolism_Metabolism of terpenoids and polyketides_ Terpenoid backbone biosynthesis"	NA	19
"299"	"K00806"	7.29427668754434	5.80569246149545	0.999978876574684	5.80581510019712	6.4053618516697e-09	2.64488066458528e-08	"K00806"	"Metabolism"	"Metabolism of terpenoids and polyketides"	" Terpenoid backbone biosynthesis"	8.31578947368421	"K00806_Metabolism_Metabolism of terpenoids and polyketides_ Terpenoid backbone biosynthesis"	7.57759391829091	19
"301"	"K00812"	4.76014909297155	5.1897234332944	2.99031179603934	1.73551247738385	0.0826500733883979	0.101903508020163	"K00812"	"Metabolism"	"Overview"	" -Oxocarboxylic acid metabolism"	5.42105263157895	"K00812_Metabolism_Overview_ -Oxocarboxylic acid metabolism"	0.991810865183214	19
"302"	"K00813"	0.345082218991772	1.40186876434175	3.84934424680047	0.364183786759777	0.715720773203461	NA	"K00813"	"Metabolism"	"Overview"	" -Oxocarboxylic acid metabolism"	0.368421052631579	"K00813_Metabolism_Overview_ -Oxocarboxylic acid metabolism"	NA	19
"303"	"K00817"	2.50505148202884	4.26300809650777	3.05466157701368	1.3955745960819	0.162842636848853	NA	"K00817"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	2.63157894736842	"K00817_Metabolism_Overview_ Biosynthesis of amino acids"	NA	19
"304"	"K00818"	0.214566513290106	0.711498015334473	4.04626402827247	0.175840728722353	0.860419071240355	NA	"K00818"	"Metabolism"	"Overview"	" -Oxocarboxylic acid metabolism"	0.210526315789474	"K00818_Metabolism_Overview_ -Oxocarboxylic acid metabolism"	NA	19
"305"	"K00819"	0	NA	NA	NA	NA	NA	"K00819"	"Metabolism"	"Amino acid metabolism"	" Arginine and proline metabolism"	0	"K00819_Metabolism_Amino acid metabolism_ Arginine and proline metabolism"	NA	19
"306"	"K00820"	13.8664121526287	6.73257838090098	0.766591744298583	8.78248224165415	1.59905824068241e-18	3.04743599330052e-17	"K00820"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"	15.8947368421053	"K00820_Metabolism_Carbohydrate metabolism_ Amino sugar and nucleotide sugar metabolism"	16.5160654073005	19
"307"	"K00821"	1.40534135471355	3.42987584147498	3.35022154649584	1.02377582911269	0.305941169487923	NA	"K00821"	"Metabolism"	"Overview"	" -Oxocarboxylic acid metabolism"	1.63157894736842	"K00821_Metabolism_Overview_ -Oxocarboxylic acid metabolism"	NA	19
"308"	"K00823"	0	NA	NA	NA	NA	NA	"K00823"	"Metabolism"	"Carbohydrate metabolism"	" Propanoate metabolism"	0	"K00823_Metabolism_Carbohydrate metabolism_ Propanoate metabolism"	NA	19
"309"	"K00824"	1.71419917193061	3.71626664286854	3.29824395502514	1.12674098506465	0.259852008502408	NA	"K00824"	"Metabolism"	"Amino acid metabolism"	" Lysine degradation"	1.94736842105263	"K00824_Metabolism_Amino acid metabolism_ Lysine degradation"	NA	19
"310"	"K00826"	10.5015415745636	6.3315932990911	0.818792324655913	7.73284398061727	1.05170160829252e-14	8.40513140175717e-14	"K00826"	"Metabolism"	"Overview"	" -Oxocarboxylic acid metabolism"	12	"K00826_Metabolism_Overview_ -Oxocarboxylic acid metabolism"	13.0754554926217	19
"311"	"K00831"	6.39040366955341	5.6150274851506	1.11180715147171	5.05036100704868	4.40975879486888e-07	1.5719679732788e-06	"K00831"	"Metabolism"	"Overview"	" Carbon metabolism"	7.36842105263158	"K00831_Metabolism_Overview_ Carbon metabolism"	5.80355630636912	19
"312"	"K00832"	0.950444128343843	2.86576854888116	3.50108281513669	0.818537778224273	0.413050179550588	NA	"K00832"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	1.10526315789474	"K00832_Metabolism_Overview_ Biosynthesis of amino acids"	NA	19
"313"	"K00833"	3.66816860056594	4.81339975987201	2.2613941334668	2.1285098818634	0.0332948315163449	0.0591686368869351	"K00833"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Biotin metabolism"	4	"K00833_Metabolism_Metabolism of cofactors and vitamins_ Biotin metabolism"	1.22790843578132	19
"314"	"K00835"	0	NA	NA	NA	NA	NA	"K00835"	"Metabolism"	"Amino acid metabolism"	" Valine, leucine and isoleucine biosynthesis"	0	"K00835_Metabolism_Amino acid metabolism_ Valine, leucine and isoleucine biosynthesis"	NA	19
"315"	"K00836"	0	NA	NA	NA	NA	NA	"K00836"	"Metabolism"	"Overview"	" -Oxocarboxylic acid metabolism"	0	"K00836_Metabolism_Overview_ -Oxocarboxylic acid metabolism"	NA	19
"317"	"K00839"	0	NA	NA	NA	NA	NA	"K00839"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0	"K00839_Metabolism_Nucleotide metabolism_ Purine metabolism"	NA	19
"318"	"K00841"	4.81581889760916	5.20695038792212	1.57635632273085	3.30315570968224	0.000956032860607958	0.00251975682144278	"K00841"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	5.63157894736842	"K00841_Metabolism_Overview_ Biosynthesis of amino acids"	2.59864137040955	19
"319"	"K00845"	4.68138149249556	5.16580812457658	1.63430086578521	3.16086727525206	0.00157300156527712	0.00407009021198335	"K00845"	"Metabolism"	"Overview"	" Carbon metabolism"	5.36842105263158	"K00845_Metabolism_Overview_ Carbon metabolism"	2.39039596469803	19
"320"	"K00847"	8.49815697509288	6.02574834336283	0.908581941551539	6.63203621796947	3.31087310601272e-11	1.7000389886314e-10	"K00847"	"Metabolism"	"Carbohydrate metabolism"	" Fructose and mannose metabolism"	9.57894736842105	"K00847_Metabolism_Carbohydrate metabolism_ Fructose and mannose metabolism"	9.7695411184139	19
"321"	"K00848"	0	NA	NA	NA	NA	NA	"K00848"	"Metabolism"	"Carbohydrate metabolism"	" Pentose and glucuronate interconversions"	0	"K00848_Metabolism_Carbohydrate metabolism_ Pentose and glucuronate interconversions"	NA	19
"322"	"K00849"	7.22950818862203	5.7925490640204	2.97326437536927	1.94821190877148	0.0513896124577481	0.0798230500715178	"K00849"	"Metabolism"	"Carbohydrate metabolism"	" Galactose metabolism"	8.05263157894737	"K00849_Metabolism_Carbohydrate metabolism_ Galactose metabolism"	1.09787168166447	19
"323"	"K00850"	7.41223985182129	5.8280833731124	0.984938804699221	5.91720353112919	3.27461379639854e-09	1.39876822078921e-08	"K00850"	"Metabolism"	"Overview"	" Carbon metabolism"	8.26315789473684	"K00850_Metabolism_Overview_ Carbon metabolism"	7.85425424317196	19
"324"	"K00851"	0	NA	NA	NA	NA	NA	"K00851"	"Metabolism"	"Overview"	" Carbon metabolism"	0	"K00851_Metabolism_Overview_ Carbon metabolism"	NA	19
"325"	"K00852"	0.816254869855477	2.64517786855152	3.56268243058211	0.742468047627621	0.457803804148461	NA	"K00852"	"Metabolism"	"Carbohydrate metabolism"	" Pentose phosphate pathway"	0.894736842105263	"K00852_Metabolism_Carbohydrate metabolism_ Pentose phosphate pathway"	NA	19
"326"	"K00854"	0	NA	NA	NA	NA	NA	"K00854"	"Metabolism"	"Carbohydrate metabolism"	" Pentose and glucuronate interconversions"	0	"K00854_Metabolism_Carbohydrate metabolism_ Pentose and glucuronate interconversions"	NA	19
"327"	"K00857"	2.9179375250936	4.4834330436205	2.80113160054928	1.60057922403265	0.10947014690396	0.115655560321774	"K00857"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	3.21052631578947	"K00857_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"	0.936833483005638	19
