""	"Gene.symbol"	"baseMean"	"logFC"	"lfcSE"	"stat"	"pvalue"	"adj.P.Val"	"KO_Number"	"KO_Class"	"KO_Subclass_1"	"KO_Subclass_2"	"abundance"	"path"
"777"	"K01448"	22.6878236473301	2.50408970770988	2.26136075447113	1.10733756334934	0.268148009503413	1	"K01448"	"Human Diseases"	"Drug resistance"	" Cationic antimicrobial peptide (CAMP) resistance"	23.1764705882353	"K01448_Human Diseases_Drug resistance_ Cationic antimicrobial peptide (CAMP) resistance"
"778"	"K01451"	0	NA	NA	NA	NA	NA	"K01451"	"Metabolism"	"Amino acid metabolism"	" Phenylalanine metabolism"	0	"K01451_Metabolism_Amino acid metabolism_ Phenylalanine metabolism"
"779"	"K01452"	0.204870462518811	-2.51509223237734	4.73365207189009	-0.531321735138233	0.595195846144467	1	"K01452"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"	0.117647058823529	"K01452_Metabolism_Carbohydrate metabolism_ Amino sugar and nucleotide sugar metabolism"
"780"	"K01455"	0	NA	NA	NA	NA	NA	"K01455"	"Metabolism"	"Overview"	" Carbon metabolism"	0	"K01455_Metabolism_Overview_ Carbon metabolism"
"781"	"K01456"	3.58135808648776	-4.7270461439912	4.41371020650128	-1.07099150665315	0.284173248595726	1	"K01456"	"Genetic Information Processing"	"Folding, sorting and degradation"	" Protein processing in endoplasmic reticulum"	0.823529411764706	"K01456_Genetic Information Processing_Folding, sorting and degradation_ Protein processing in endoplasmic reticulum"
"782"	"K01460"	1.29175812393041	-3.53639648638921	4.274465690337	-0.827330651965158	0.408049674899312	1	"K01460"	"Metabolism"	"Metabolism of other amino acids"	" Glutathione metabolism"	0.411764705882353	"K01460_Metabolism_Metabolism of other amino acids_ Glutathione metabolism"
"783"	"K01462"	91.9185334797684	4.90939934771176	2.42739676603943	2.02249562840194	0.0431251747676569	1	"K01462"	NA	NA	NA	165.941176470588	"K01462_NA_NA_NA"
"784"	"K01464"	1.47812201891767	3.31153692763133	3.50689056179592	0.944294345454409	0.345019254685096	1	"K01464"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	1.47058823529412	"K01464_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"
"785"	"K01465"	61.5850418889239	4.81068611896188	2.66953446052427	1.80206930837563	0.071534501777423	1	"K01465"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	92	"K01465_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"
"786"	"K01466"	1.1171770945898	-3.41170269557697	3.95889268855612	-0.861782059776235	0.388807459005189	1	"K01466"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0.470588235294118	"K01466_Metabolism_Nucleotide metabolism_ Purine metabolism"
"787"	"K01467"	123.946255840463	4.98701981316325	3.04921481328419	1.6355095060659	0.101942283560666	1	"K01467"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"	188.647058823529	"K01467_Environmental Information Processing_Signal transduction_ Two-component system"
"788"	"K01468"	4.53711129182441	1.96039401337237	3.25449358672349	0.602365302352932	0.546931001130989	1	"K01468"	"Metabolism"	"Amino acid metabolism"	" Histidine metabolism"	4.70588235294118	"K01468_Metabolism_Amino acid metabolism_ Histidine metabolism"
"789"	"K01469"	0.106571028042313	-2.3336443225581	4.73374986658587	-0.492980066190358	0.622026672283503	1	"K01469"	"Metabolism"	"Metabolism of other amino acids"	" Glutathione metabolism"	0.0588235294117647	"K01469_Metabolism_Metabolism of other amino acids_ Glutathione metabolism"
"790"	"K01476"	4.28705978630446	-1.32761514060954	2.92092271798841	-0.454519091666982	0.649455253859013	1	"K01476"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	7.23529411764706	"K01476_Metabolism_Overview_ Biosynthesis of amino acids"
"791"	"K01477"	0.790124730592062	-2.98834932007018	4.73222474736244	-0.631489305687727	0.527720639564222	1	"K01477"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0.235294117647059	"K01477_Metabolism_Nucleotide metabolism_ Purine metabolism"
"792"	"K01478"	56.557303958126	6.3508354302355	4.35496091697269	1.45829906428878	0.144758128038502	1	"K01478"	"Metabolism"	"Amino acid metabolism"	" Arginine biosynthesis"	119.176470588235	"K01478_Metabolism_Amino acid metabolism_ Arginine biosynthesis"
"793"	"K01479"	7.11184075562514	5.84628126299654	3.20099538381762	1.82639478099592	0.0677908174447289	1	"K01479"	"Metabolism"	"Amino acid metabolism"	" Histidine metabolism"	13.1176470588235	"K01479_Metabolism_Amino acid metabolism_ Histidine metabolism"
"794"	"K01480"	5.70339622642091	0.155899440889852	2.85303988935235	0.0546432741693076	0.956422662437567	1	"K01480"	"Metabolism"	"Amino acid metabolism"	" Arginine and proline metabolism"	2	"K01480_Metabolism_Amino acid metabolism_ Arginine and proline metabolism"
"795"	"K01482"	0	NA	NA	NA	NA	NA	"K01482"	NA	NA	NA	0	"K01482_NA_NA_NA"
"796"	"K01483"	1.40089914070975	-3.62120026868563	4.64585069181854	-0.779448266614047	0.435715700865851	1	"K01483"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0.411764705882353	"K01483_Metabolism_Nucleotide metabolism_ Purine metabolism"
"797"	"K01484"	2.96660391215496	-4.5027922886944	4.10458070181433	-1.09701638627888	0.272634229024407	1	"K01484"	"Metabolism"	"Amino acid metabolism"	" Arginine and proline metabolism"	0.882352941176471	"K01484_Metabolism_Amino acid metabolism_ Arginine and proline metabolism"
"798"	"K01485"	1.81642151916235	1.21970367956594	3.64775209477637	0.334371319068686	0.738099379207035	1	"K01485"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	1.88235294117647	"K01485_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"
"799"	"K01486"	0.991292085674806	-3.22124096516334	4.31568116506591	-0.746403833359673	0.455423504304572	1	"K01486"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0.294117647058824	"K01486_Metabolism_Nucleotide metabolism_ Purine metabolism"
"800"	"K01487"	0.278426246508335	1.73160002142693	4.56590666509011	0.379245601901228	0.704505490935419	1	"K01487"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0.235294117647059	"K01487_Metabolism_Nucleotide metabolism_ Purine metabolism"
"801"	"K01488"	17.3138477045007	4.23942375070788	2.86360058123166	1.48045218962921	0.138752610921217	1	"K01488"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	25.9411764705882	"K01488_Metabolism_Nucleotide metabolism_ Purine metabolism"
"802"	"K01489"	120.578497646386	4.67902229735299	3.28691971308315	1.42352801582855	0.154583146561729	1	"K01489"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	205.941176470588	"K01489_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"
"803"	"K01490"	0.213142056084627	-2.52704512042409	4.73362046578412	-0.533850387602945	0.593445049274913	1	"K01490"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0.117647058823529	"K01490_Metabolism_Nucleotide metabolism_ Purine metabolism"
"804"	"K01491"	42.6375021297019	2.91087422302332	2.97902263382014	0.977123902979739	0.328507815415843	1	"K01491"	"Metabolism"	"Overview"	" Carbon metabolism"	58	"K01491_Metabolism_Overview_ Carbon metabolism"
"805"	"K01493"	21.5217207136819	7.60630040596169	3.02240007744791	2.51664247321764	0.011847898740465	1	"K01493"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	34.2941176470588	"K01493_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"
"806"	"K01494"	27.3724178819584	2.62908589165237	2.27003559710914	1.15816945558056	0.246794890473019	1	"K01494"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	33.1176470588235	"K01494_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"
"807"	"K01495"	57.6447167370276	7.25309708511396	2.49847127107761	2.90301400263275	0.00369590111687165	1	"K01495"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Folate biosynthesis"	120.117647058824	"K01495_Metabolism_Metabolism of cofactors and vitamins_ Folate biosynthesis"
"808"	"K01496"	7.34813339152081	2.67163520831504	3.42900143874994	0.779129217656144	0.435903600458394	1	"K01496"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	7.11764705882353	"K01496_Metabolism_Overview_ Biosynthesis of amino acids"
"809"	"K01497"	4.27739468362614	-0.467324054062632	3.05481241489014	-0.152979623817405	0.878414343976336	1	"K01497"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Riboflavin metabolism"	2	"K01497_Metabolism_Metabolism of cofactors and vitamins_ Riboflavin metabolism"
"810"	"K01501"	0	NA	NA	NA	NA	NA	"K01501"	"Metabolism"	"Energy metabolism"	" Nitrogen metabolism"	0	"K01501_Metabolism_Energy metabolism_ Nitrogen metabolism"
"811"	"K01505"	0	NA	NA	NA	NA	NA	"K01505"	"Metabolism"	"Amino acid metabolism"	" Cysteine and methionine metabolism"	0	"K01505_Metabolism_Amino acid metabolism_ Cysteine and methionine metabolism"
"812"	"K01507"	18.4622900157892	3.54196886454867	2.55289827827746	1.38743047252889	0.165310538397521	1	"K01507"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"	31	"K01507_Metabolism_Energy metabolism_ Oxidative phosphorylation"
"813"	"K01509"	0	NA	NA	NA	NA	NA	"K01509"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0	"K01509_Metabolism_Nucleotide metabolism_ Purine metabolism"
"814"	"K01512"	11.6014933581531	7.13209597049857	3.33818933270501	2.13651631458521	0.0326373526286588	1	"K01512"	"Metabolism"	"Carbohydrate metabolism"	" Pyruvate metabolism"	19.9411764705882	"K01512_Metabolism_Carbohydrate metabolism_ Pyruvate metabolism"
"815"	"K01514"	0.31971308412694	-2.68289963343935	4.73322758309414	-0.56682244543279	0.57083481939075	1	"K01514"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0.176470588235294	"K01514_Metabolism_Nucleotide metabolism_ Purine metabolism"
"816"	"K01515"	90.759232052044	5.80102990271376	3.32281285272104	1.74581902738317	0.0808424035814295	1	"K01515"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	175.764705882353	"K01515_Metabolism_Nucleotide metabolism_ Purine metabolism"
"817"	"K01519"	0	NA	NA	NA	NA	NA	"K01519"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0	"K01519_Metabolism_Nucleotide metabolism_ Purine metabolism"
"818"	"K01520"	59.9094556440462	4.52372082853817	2.68725395980386	1.68339907437269	0.0922978623400535	1	"K01520"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	104.411764705882	"K01520_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"
"819"	"K01521"	3.05030879962247	-4.50992883916679	4.43969042533476	-1.01582056564828	0.309714840804762	1	"K01521"	"Metabolism"	"Lipid metabolism"	" Glycerophospholipid metabolism"	5.35294117647059	"K01521_Metabolism_Lipid metabolism_ Glycerophospholipid metabolism"
"820"	"K01522"	2.5679053744242	-4.31783603603244	4.47196295956334	-0.965534838967908	0.334276994823885	1	"K01522"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0.764705882352941	"K01522_Metabolism_Nucleotide metabolism_ Purine metabolism"
"821"	"K01523"	6.48963478617512	2.48536000769815	3.43494100098685	0.723552458975019	0.469340537072242	1	"K01523"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	7.17647058823529	"K01523_Metabolism_Overview_ Biosynthesis of amino acids"
"822"	"K01524"	10.1082823032593	2.67938858251528	2.23392489638416	1.19940853287062	0.230369131305632	1	"K01524"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	11.5294117647059	"K01524_Metabolism_Nucleotide metabolism_ Purine metabolism"
"823"	"K01525"	2.91511943160053	1.32747290499441	3.24550754905943	0.409018584898722	0.682526022416056	1	"K01525"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	2.23529411764706	"K01525_Metabolism_Nucleotide metabolism_ Purine metabolism"
"824"	"K01526"	0.949061805468727	-3.14148014650424	3.9831376865207	-0.78869484154045	0.430290383606247	1	"K01526"	NA	NA	NA	0.352941176470588	"K01526_NA_NA_NA"
"825"	"K01527"	1.97531182648016	-4.00680925022997	4.72460920171157	-0.848072100604305	0.396397818079645	1	"K01527"	"Cellular Processes"	"Cell growth and death"	" Apoptosis - fly"	0.588235294117647	"K01527_Cellular Processes_Cell growth and death_ Apoptosis - fly"
"826"	"K01530"	0.983391391168289	-0.604633083558134	4.33763527707603	-0.139392328984772	0.889140133767034	1	"K01530"	NA	NA	NA	0.411764705882353	"K01530_NA_NA_NA"
"827"	"K01531"	54.7259742816182	3.32099201319907	2.86336648722684	1.15982080114915	0.246121773203587	1	"K01531"	NA	NA	NA	58.2352941176471	"K01531_NA_NA_NA"
"828"	"K01533"	2.19453823006045	4.20182791316372	3.70101305435344	1.13531831729726	0.256241970122182	1	"K01533"	NA	NA	NA	5.11764705882353	"K01533_NA_NA_NA"
"829"	"K01534"	2.0083943635398	3.89046529533015	3.68759591505491	1.05501399419796	0.291418924530567	1	"K01534"	NA	NA	NA	3.11764705882353	"K01534_NA_NA_NA"
"830"	"K01535"	1.22922277511287	-3.53168754783881	4.72954320909864	-0.74672910082407	0.455227099921692	1	"K01535"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"	2.52941176470588	"K01535_Metabolism_Energy metabolism_ Oxidative phosphorylation"
"831"	"K01537"	98.9525679588302	5.28248301294318	2.54386057812852	2.07656152949602	0.0378420466705019	1	"K01537"	NA	NA	NA	162.235294117647	"K01537_NA_NA_NA"
"832"	"K01541"	24.6764408900215	5.68920064441439	2.97992247111961	1.90917740295333	0.0562392103080232	1	"K01541"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"	36.4117647058824	"K01541_Metabolism_Energy metabolism_ Oxidative phosphorylation"
"833"	"K01546"	3.46836001914751	-2.23381491933874	3.47810785546748	-0.642250042886753	0.520710845285075	1	"K01546"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"	0.941176470588235	"K01546_Environmental Information Processing_Signal transduction_ Two-component system"
"834"	"K01547"	3.40834547870422	-1.09949912442933	2.66613415637938	-0.412394523283274	0.680050276721571	1	"K01547"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"	1.35294117647059	"K01547_Environmental Information Processing_Signal transduction_ Two-component system"
"835"	"K01548"	1.77433251279284	-3.81686331779525	4.19218323016995	-0.910471491400084	0.362573909840091	1	"K01548"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"	0.470588235294118	"K01548_Environmental Information Processing_Signal transduction_ Two-component system"
"836"	"K01549"	0.532855140211567	-2.94189729847321	4.73237372338125	-0.621653628904702	0.534169649110946	1	"K01549"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"	0.294117647058824	"K01549_Metabolism_Energy metabolism_ Oxidative phosphorylation"
"837"	"K01551"	0.608204421380658	-2.88808641180443	4.73255157205551	-0.610259892117781	0.541689661044515	1	"K01551"	NA	NA	NA	0.235294117647059	"K01551_NA_NA_NA"
"838"	"K01556"	0.759802216386527	-2.98074029281064	4.73224886586824	-0.629878177859472	0.528774291368793	1	"K01556"	"Metabolism"	"Amino acid metabolism"	" Tryptophan metabolism"	0.294117647058824	"K01556_Metabolism_Amino acid metabolism_ Tryptophan metabolism"
"839"	"K01560"	0	NA	NA	NA	NA	NA	"K01560"	"Metabolism"	"Xenobiotics biodegradation and metabolism"	" Chloroalkane and chloroalkene degradation"	0	"K01560_Metabolism_Xenobiotics biodegradation and metabolism_ Chloroalkane and chloroalkene degradation"
"840"	"K01563"	2.67904443426868	-4.35519371123758	4.10208057124736	-1.06170360030575	0.288370264395489	1	"K01563"	"Metabolism"	"Xenobiotics biodegradation and metabolism"	" Chloroalkane and chloroalkene degradation"	0.705882352941177	"K01563_Metabolism_Xenobiotics biodegradation and metabolism_ Chloroalkane and chloroalkene degradation"
"841"	"K01568"	0.644483743881846	-2.69010679784402	4.73321025701884	-0.568347200265377	0.569799234946535	1	"K01568"	"Metabolism"	"Carbohydrate metabolism"	" Glycolysis / Gluconeogenesis"	2.23529411764706	"K01568_Metabolism_Carbohydrate metabolism_ Glycolysis / Gluconeogenesis"
"842"	"K01571"	4.9591350276571	3.80089154809506	4.01445408520625	0.946801599276425	0.343739886699223	1	"K01571"	"Metabolism"	"Carbohydrate metabolism"	" Pyruvate metabolism"	4.82352941176471	"K01571_Metabolism_Carbohydrate metabolism_ Pyruvate metabolism"
"843"	"K01572"	0.532679436353251	2.70170663362053	4.53812077313821	0.59533599229274	0.551618901673774	1	"K01572"	"Metabolism"	"Carbohydrate metabolism"	" Pyruvate metabolism"	1.41176470588235	"K01572_Metabolism_Carbohydrate metabolism_ Pyruvate metabolism"
"844"	"K01573"	0.510484459838532	2.64092526530108	4.53937896434698	0.581781183294749	0.560714080101882	1	"K01573"	"Metabolism"	"Carbohydrate metabolism"	" Pyruvate metabolism"	1.35294117647059	"K01573_Metabolism_Carbohydrate metabolism_ Pyruvate metabolism"
"845"	"K01574"	0	NA	NA	NA	NA	NA	"K01574"	"Metabolism"	"Carbohydrate metabolism"	" Propanoate metabolism"	0	"K01574_Metabolism_Carbohydrate metabolism_ Propanoate metabolism"
"846"	"K01575"	141.476859440179	5.48415426288138	3.02363419730856	1.81376248084607	0.0697143011090488	1	"K01575"	"Metabolism"	"Carbohydrate metabolism"	" Butanoate metabolism"	256.117647058824	"K01575_Metabolism_Carbohydrate metabolism_ Butanoate metabolism"
"847"	"K01577"	0.592593547944047	-2.75312070714513	4.73302352596511	-0.581683292305998	0.560780027468521	1	"K01577"	"Metabolism"	"Carbohydrate metabolism"	" Glyoxylate and dicarboxylate metabolism"	0.176470588235294	"K01577_Metabolism_Carbohydrate metabolism_ Glyoxylate and dicarboxylate metabolism"
"848"	"K01579"	3.49394613344836	3.15400677330978	4.12715443595304	0.76420856603624	0.444742962649106	1	"K01579"	"Metabolism"	"Metabolism of other amino acids"	" beta-Alanine metabolism"	6.35294117647059	"K01579_Metabolism_Metabolism of other amino acids_ beta-Alanine metabolism"
"849"	"K01580"	1.70833870449065	-3.86845853620258	3.88555804808557	-0.995599213376463	0.319444917131645	1	"K01580"	"Metabolism"	"Carbohydrate metabolism"	" Butanoate metabolism"	3	"K01580_Metabolism_Carbohydrate metabolism_ Butanoate metabolism"
"850"	"K01581"	23.9926069101941	-1.29829571126731	2.4574017829674	-0.52832048884557	0.597276913274277	1	"K01581"	"Metabolism"	"Amino acid metabolism"	" Arginine and proline metabolism"	5.11764705882353	"K01581_Metabolism_Amino acid metabolism_ Arginine and proline metabolism"
"851"	"K01582"	1.63817462755942	-3.35862801605751	4.17355209598532	-0.804740887094301	0.420969219848648	1	"K01582"	"Metabolism"	"Amino acid metabolism"	" Lysine degradation"	0.352941176470588	"K01582_Metabolism_Amino acid metabolism_ Lysine degradation"
"852"	"K01584"	0.801100182897586	-2.98660942134325	4.36622554854099	-0.68402545588632	0.493959091540198	1	"K01584"	"Metabolism"	"Amino acid metabolism"	" Arginine and proline metabolism"	0.235294117647059	"K01584_Metabolism_Amino acid metabolism_ Arginine and proline metabolism"
"853"	"K01585"	4.5027308902909	-1.6353503236369	2.86984029061652	-0.569840185526695	0.568786096976369	1	"K01585"	"Metabolism"	"Amino acid metabolism"	" Arginine and proline metabolism"	1.64705882352941	"K01585_Metabolism_Amino acid metabolism_ Arginine and proline metabolism"
"854"	"K01586"	32.1213851061557	6.4225433366344	2.64695928798934	2.42638538710319	0.0152500663870428	1	"K01586"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	54.5294117647059	"K01586_Metabolism_Overview_ Biosynthesis of amino acids"
"855"	"K01588"	7.46444200455906	4.17011888818869	3.27949923680639	1.27157184285537	0.203525286364245	1	"K01588"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	12.6470588235294	"K01588_Metabolism_Nucleotide metabolism_ Purine metabolism"
"856"	"K01589"	21.9963052356056	3.53092892762113	2.84861354172394	1.2395254308467	0.215150976857401	1	"K01589"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	24.6470588235294	"K01589_Metabolism_Nucleotide metabolism_ Purine metabolism"
"857"	"K01591"	38.5968709338507	3.29134575570723	2.3022270519647	1.42963560127504	0.152821632075685	1	"K01591"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	45.7058823529412	"K01591_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"
"858"	"K01595"	82.3999559658624	5.47214721777832	2.57369985457619	2.12617924660038	0.0334883374452393	1	"K01595"	"Metabolism"	"Overview"	" Carbon metabolism"	137.588235294118	"K01595_Metabolism_Overview_ Carbon metabolism"
"859"	"K01596"	7.8529565021933	6.57049623974219	3.48563720947576	1.88502011106612	0.0594271226660541	1	"K01596"	"Metabolism"	"Carbohydrate metabolism"	" Glycolysis / Gluconeogenesis"	20.0588235294118	"K01596_Metabolism_Carbohydrate metabolism_ Glycolysis / Gluconeogenesis"
"860"	"K01597"	54.58435638828	4.19320488922829	2.80900983044636	1.49276974533121	0.135497469409299	1	"K01597"	"Metabolism"	"Metabolism of terpenoids and polyketides"	" Terpenoid backbone biosynthesis"	86.8235294117647	"K01597_Metabolism_Metabolism of terpenoids and polyketides_ Terpenoid backbone biosynthesis"
"861"	"K01598"	15.2927142276982	7.3070833030315	3.05101925031482	2.39496466706249	0.0166219669548426	1	"K01598"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Pantothenate and CoA biosynthesis"	34.1764705882353	"K01598_Metabolism_Metabolism of cofactors and vitamins_ Pantothenate and CoA biosynthesis"
"862"	"K01599"	6.2210007704117	3.10271856900721	3.11527034046452	0.995970888531158	0.319264289984489	1	"K01599"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	7.58823529411765	"K01599_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"
"863"	"K01601"	0.110974882573594	0.491285632687918	4.63993436437482	0.10588202205186	0.915675958200368	1	"K01601"	"Metabolism"	"Overview"	" Carbon metabolism"	0.294117647058824	"K01601_Metabolism_Overview_ Carbon metabolism"
"864"	"K01607"	1.05678637484382	0.754376079285842	4.49105265520258	0.167973109469547	0.866604434011531	1	"K01607"	"Metabolism"	"Overview"	" Degradation of aromatic compounds"	0.588235294117647	"K01607_Metabolism_Overview_ Degradation of aromatic compounds"
"865"	"K01608"	0	NA	NA	NA	NA	NA	"K01608"	"Metabolism"	"Carbohydrate metabolism"	" Glyoxylate and dicarboxylate metabolism"	0	"K01608_Metabolism_Carbohydrate metabolism_ Glyoxylate and dicarboxylate metabolism"
"866"	"K01609"	32.117123557471	4.87751186794302	3.18394771925666	1.53190702172765	0.125545380527671	1	"K01609"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	63.9411764705882	"K01609_Metabolism_Overview_ Biosynthesis of amino acids"
"867"	"K01610"	29.7864556239272	0.321392690034083	2.29514756309473	0.140031384126223	0.888635193735269	1	"K01610"	"Metabolism"	"Overview"	" Carbon metabolism"	17.4705882352941	"K01610_Metabolism_Overview_ Carbon metabolism"
"868"	"K01611"	1.32095480702426	1.10964914824294	3.4446446690629	0.322137478564607	0.747348546560741	1	"K01611"	"Metabolism"	"Amino acid metabolism"	" Cysteine and methionine metabolism"	0.941176470588235	"K01611_Metabolism_Amino acid metabolism_ Cysteine and methionine metabolism"
"869"	"K01613"	3.35721999830595	2.66686909636572	2.87673222025294	0.927048085181609	0.353901568756801	1	"K01613"	"Metabolism"	"Lipid metabolism"	" Glycerophospholipid metabolism"	3.58823529411765	"K01613_Metabolism_Lipid metabolism_ Glycerophospholipid metabolism"
"870"	"K01615"	15.0520310288284	1.71240654640198	4.48767207520443	0.381580141709435	0.702772816269913	1	"K01615"	"Metabolism"	"Carbohydrate metabolism"	" Butanoate metabolism"	9.64705882352941	"K01615_Metabolism_Carbohydrate metabolism_ Butanoate metabolism"
"871"	"K01616"	0	NA	NA	NA	NA	NA	"K01616"	NA	NA	NA	0	"K01616_NA_NA_NA"
"872"	"K01619"	118.638726411287	5.09144035387213	2.43924740494426	2.08729969069639	0.0368610527347075	1	"K01619"	"Metabolism"	"Carbohydrate metabolism"	" Pentose phosphate pathway"	212	"K01619_Metabolism_Carbohydrate metabolism_ Pentose phosphate pathway"
"873"	"K01620"	5.54352194980828	0.435462242173725	2.77591704664017	0.156871489622064	0.87534612961454	1	"K01620"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	3.47058823529412	"K01620_Metabolism_Overview_ Biosynthesis of amino acids"
"874"	"K01621"	4.3724103733996	5.72632045323373	4.10445739254984	1.39514676498477	0.162971586422376	1	"K01621"	"Metabolism"	"Carbohydrate metabolism"	" Pentose phosphate pathway"	11.5882352941176	"K01621_Metabolism_Carbohydrate metabolism_ Pentose phosphate pathway"
"875"	"K01623"	0	NA	NA	NA	NA	NA	"K01623"	"Metabolism"	"Overview"	" Carbon metabolism"	0	"K01623_Metabolism_Overview_ Carbon metabolism"
"876"	"K01624"	565.959143847877	4.16676002579987	2.02948584352028	2.05311115576561	0.0400617982618416	1	"K01624"	"Metabolism"	"Overview"	" Carbon metabolism"	904.705882352941	"K01624_Metabolism_Overview_ Carbon metabolism"
"877"	"K01625"	1.18319074136893	0.671159044370436	3.77253715207035	0.177906543346328	0.858796371979287	1	"K01625"	"Metabolism"	"Overview"	" Carbon metabolism"	0.823529411764706	"K01625_Metabolism_Overview_ Carbon metabolism"
"878"	"K01626"	101.27881356065	3.73683687455809	2.21302189365138	1.68856751272013	0.0913023408340268	1	"K01626"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	141.647058823529	"K01626_Metabolism_Overview_ Biosynthesis of amino acids"
"879"	"K01627"	6.50820928763108	2.89830000100827	2.6170094618545	1.10748548801747	0.268084083152803	1	"K01627"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	7.70588235294118	"K01627_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"
"880"	"K01628"	0.745997196296194	-3.14630444116729	4.73174838069306	-0.664934858752242	0.506092158671433	1	"K01628"	"Metabolism"	"Carbohydrate metabolism"	" Fructose and mannose metabolism"	0.411764705882353	"K01628_Metabolism_Carbohydrate metabolism_ Fructose and mannose metabolism"
"881"	"K01629"	1.27917826981938	3.95022246056218	4.25952460726013	0.927385758924655	0.353726282006079	1	"K01629"	"Metabolism"	"Carbohydrate metabolism"	" Pentose and glucuronate interconversions"	1.88235294117647	"K01629_Metabolism_Carbohydrate metabolism_ Pentose and glucuronate interconversions"
"882"	"K01630"	1.18518709588809	-3.44006903821891	4.67873432667584	-0.735256331740258	0.462183397621925	1	"K01630"	"Metabolism"	"Carbohydrate metabolism"	" Ascorbate and aldarate metabolism"	0.352941176470588	"K01630_Metabolism_Carbohydrate metabolism_ Ascorbate and aldarate metabolism"
"883"	"K01631"	3.61758558542648	0.698816632486742	3.28579754378648	0.212677933796688	0.831578179292507	1	"K01631"	"Metabolism"	"Carbohydrate metabolism"	" Galactose metabolism"	1.52941176470588	"K01631_Metabolism_Carbohydrate metabolism_ Galactose metabolism"
"884"	"K01633"	10.5865819920912	6.23974129849991	3.17935725110105	1.96257947933942	0.0496950570744066	1	"K01633"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Folate biosynthesis"	19.8823529411765	"K01633_Metabolism_Metabolism of cofactors and vitamins_ Folate biosynthesis"
"885"	"K01634"	0.931553677942327	-3.25352080857021	4.39946353171708	-0.739526713908316	0.45958722447121	1	"K01634"	"Metabolism"	"Lipid metabolism"	" Sphingolipid metabolism"	0.411764705882353	"K01634_Metabolism_Lipid metabolism_ Sphingolipid metabolism"
