""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gs"	"ko"
"K00833|g__Haemophilus.s__Haemophilus_parainfluenzae"	0	NA	NA	NA	NA	NA	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K00833"
"K00833|g__Porphyromonas.s__Porphyromonas_gingivalis"	0	NA	NA	NA	NA	NA	"g__Porphyromonas.s__Porphyromonas_gingivalis"	"K00833"
"K00833|g__Veillonella.s__Veillonella_atypica"	2.88157118893334	4.46531172712251	3.00003077726985	1.48842197251927	0.136639645528317	0.98373034632542	"g__Veillonella.s__Veillonella_atypica"	"K00833"
"K00833|g__Veillonella.s__Veillonella_dispar"	0.307716015163247	1.23498443533394	4.02897385326081	0.306525800442814	0.759204338714725	0.98373034632542	"g__Veillonella.s__Veillonella_dispar"	"K00833"
"K00833|g__Veillonella.s__Veillonella_parvula"	0.337515407771681	1.3710114367982	4.02540741356591	0.340589484725892	0.733412646626288	0.98373034632542	"g__Veillonella.s__Veillonella_parvula"	"K00833"
"K00841|g__Streptococcus.s__Streptococcus_cristatus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_cristatus"	"K00841"
"K00841|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K00841"
"K00841|g__Streptococcus.s__Streptococcus_infantis"	0.079015747101229	-0.701721957452983	4.13922259323139	-0.16952989157927	0.865379862550003	0.98373034632542	"g__Streptococcus.s__Streptococcus_infantis"	"K00841"
"K00841|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	2.72624182082786	4.38576345475136	3.03042693513056	1.44724276434746	0.147828943149853	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K00841"
"K00841|g__Streptococcus.s__Streptococcus_oligofermentans"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_oligofermentans"	"K00841"
"K00841|g__Streptococcus.s__Streptococcus_parasanguinis"	1.64553013340759	3.65751488092447	3.65022024330863	1.00199841026832	0.316344360646085	0.98373034632542	"g__Streptococcus.s__Streptococcus_parasanguinis"	"K00841"
"K00841|g__Streptococcus.s__Streptococcus_peroris"	0.0395078735506145	-1.3760200689053	4.1594189582294	-0.33082026185	0.740780255101384	0.98373034632542	"g__Streptococcus.s__Streptococcus_peroris"	"K00841"
"K00841|g__Streptococcus.s__Streptococcus_sanguinis"	0.0482164868245259	-1.37602006890531	4.1594189582294	-0.33082026185	0.740780255101383	0.98373034632542	"g__Streptococcus.s__Streptococcus_sanguinis"	"K00841"
"K00841|g__Streptococcus.s__Streptococcus_tigurinus"	0.0482164868245259	-1.37602006890531	4.1594189582294	-0.33082026185	0.740780255101383	0.98373034632542	"g__Streptococcus.s__Streptococcus_tigurinus"	"K00841"
"K00845|g__Atopobium.s__Atopobium_parvulum"	0.304822624398126	1.22669228308284	4.02920221326358	0.304450414289146	0.760784764392849	0.98373034632542	"g__Atopobium.s__Atopobium_parvulum"	"K00845"
"K00845|g__Porphyromonas.s__Porphyromonas_gingivalis"	0	NA	NA	NA	NA	NA	"g__Porphyromonas.s__Porphyromonas_gingivalis"	"K00845"
"K00845|g__Prevotella.s__Prevotella_melaninogenica"	2.98510312153056	4.51636964706977	2.96868356448315	1.52133750498129	0.128175163053117	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K00845"
"K00845|g__Streptococcus.s__Streptococcus_parasanguinis"	0.9427353827382	2.8539463792986	3.7697786687018	0.757059400593778	0.449014275973791	0.98373034632542	"g__Streptococcus.s__Streptococcus_parasanguinis"	"K00845"
"K00847|g__Haemophilus.s__Haemophilus_parainfluenzae"	0.733955650978337	2.49159738893388	3.9204967980749	0.635531035290564	0.525082132129381	0.98373034632542	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K00847"
"K00847|g__Prevotella.s__Prevotella_melaninogenica"	1.39156923997388	3.41506412320156	3.28427760492327	1.03982200471794	0.298422603857856	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K00847"
"K00847|g__Rothia.s__Rothia_dentocariosa"	0.144649460473578	0.147680268418433	4.07327435662149	0.0362559099851364	0.971078305541656	0.98373034632542	"g__Rothia.s__Rothia_dentocariosa"	"K00847"
"K00847|g__Rothia.s__Rothia_mucilaginosa"	0.65761358899554	2.33399754959529	4.00385161562873	0.582938074049675	0.559934988565693	0.98373034632542	"g__Rothia.s__Rothia_mucilaginosa"	"K00847"
"K00847|g__Streptococcus.s__Streptococcus_infantis"	0.135940847199666	0.0620402468634165	4.07835941707951	0.0152120596835095	0.987863000539608	0.992873204599753	"g__Streptococcus.s__Streptococcus_infantis"	"K00847"
"K00847|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	2.26263598118425	4.11690496665147	3.1471089145056	1.30815458838297	0.190820881247181	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K00847"
"K00847|g__Streptococcus.s__Streptococcus_peroris"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_peroris"	"K00847"
"K00847|g__Streptococcus.s__Streptococcus_tigurinus"	0.0964329736490518	-0.438095973068009	4.11472057827898	-0.106470406612943	0.915209134025101	0.98373034632542	"g__Streptococcus.s__Streptococcus_tigurinus"	"K00847"
"K00848|g__Streptococcus.s__Streptococcus_parasanguinis"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_parasanguinis"	"K00848"
"K00849|g__Atopobium.s__Atopobium_parvulum"	0	NA	NA	NA	NA	NA	"g__Atopobium.s__Atopobium_parvulum"	"K00849"
"K00849|g__Porphyromonas.s__Porphyromonas_gingivalis"	0.0482164868245259	-1.37602006890531	4.1594189582294	-0.33082026185	0.740780255101383	0.98373034632542	"g__Porphyromonas.s__Porphyromonas_gingivalis"	"K00849"
"K00849|g__Prevotella.s__Prevotella_melaninogenica"	1.34021121575899	3.36092477305908	3.33248369785258	1.00853449792562	0.3131979349365	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K00849"
"K00849|g__Rothia.s__Rothia_dentocariosa"	0.198291088796104	0.60156089819888	4.0507499623776	0.148506055369014	0.881943407451781	0.98373034632542	"g__Rothia.s__Rothia_dentocariosa"	"K00849"
"K00849|g__Rothia.s__Rothia_mucilaginosa"	0.594873266388312	2.1883887567173	4.00976610318686	0.545764690608269	0.585227697586113	0.98373034632542	"g__Rothia.s__Rothia_mucilaginosa"	"K00849"
"K00849|g__Streptococcus.s__Streptococcus_cristatus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_cristatus"	"K00849"
"K00849|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K00849"
"K00849|g__Streptococcus.s__Streptococcus_infantis"	0.197539367753073	0.607353938488887	4.05050508844106	0.14994523527994	0.880807822537214	0.98373034632542	"g__Streptococcus.s__Streptococcus_infantis"	"K00849"
"K00849|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	2.52792229105321	4.27646381845231	3.07909194607669	1.38887174964076	0.164871752382578	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K00849"
"K00849|g__Streptococcus.s__Streptococcus_oligofermentans"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_oligofermentans"	"K00849"
"K00849|g__Streptococcus.s__Streptococcus_peroris"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_peroris"	"K00849"
"K00849|g__Streptococcus.s__Streptococcus_salivarius"	0.390405315051176	1.58365233924367	4.02045860409337	0.393898431793651	0.693656028218083	0.98373034632542	"g__Streptococcus.s__Streptococcus_salivarius"	"K00849"
"K00849|g__Streptococcus.s__Streptococcus_sanguinis"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_sanguinis"	"K00849"
"K00849|g__Streptococcus.s__Streptococcus_tigurinus"	0.0482164868245259	-1.37602006890531	4.1594189582294	-0.33082026185	0.740780255101383	0.98373034632542	"g__Streptococcus.s__Streptococcus_tigurinus"	"K00849"
"K00850|g__Atopobium.s__Atopobium_parvulum"	0	NA	NA	NA	NA	NA	"g__Atopobium.s__Atopobium_parvulum"	"K00850"
"K00850|g__Haemophilus.s__Haemophilus_parainfluenzae"	0.398723847314298	1.61024241065161	3.84682032679365	0.418590491330214	0.675515440005714	0.98373034632542	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K00850"
"K00850|g__Prevotella.s__Prevotella_histicola"	1.58142830309985	3.60072016483975	3.2784052792821	1.09831453346983	0.272067167832612	0.98373034632542	"g__Prevotella.s__Prevotella_histicola"	"K00850"
"K00850|g__Prevotella.s__Prevotella_melaninogenica"	0.33094846421986	1.34283282151099	3.86865288172411	0.347106050236417	0.728511648328961	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K00850"
"K00850|g__Rothia.s__Rothia_dentocariosa"	0.0964329736490518	-0.438095973068009	4.11472057827898	-0.106470406612943	0.915209134025101	0.98373034632542	"g__Rothia.s__Rothia_dentocariosa"	"K00850"
"K00850|g__Rothia.s__Rothia_mucilaginosa"	0.192865947298104	0.563127139151363	4.05239930070035	0.138961414551138	0.889480639880394	0.98373034632542	"g__Rothia.s__Rothia_mucilaginosa"	"K00850"
"K00850|g__Streptococcus.s__Streptococcus_anginosus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_anginosus"	"K00850"
"K00850|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K00850"
"K00850|g__Streptococcus.s__Streptococcus_infantis"	0.251932717118631	0.946830408126662	4.03772229921442	0.23449616837465	0.814599807471422	0.98373034632542	"g__Streptococcus.s__Streptococcus_infantis"	"K00850"
"K00850|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	0.907262702006528	2.79781887493339	3.39297173369383	0.824592450078411	0.409603009173946	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K00850"
"K00850|g__Streptococcus.s__Streptococcus_parasanguinis"	0.759719850767829	2.54284239313106	3.50512822446815	0.725463443927761	0.468167763544079	0.98373034632542	"g__Streptococcus.s__Streptococcus_parasanguinis"	"K00850"
"K00850|g__Streptococcus.s__Streptococcus_salivarius"	0.723857089025367	2.4709525878709	3.93113060626999	0.628560288465062	0.5296369654607	0.98373034632542	"g__Streptococcus.s__Streptococcus_salivarius"	"K00850"
"K00850|g__Streptococcus.s__Streptococcus_tigurinus"	0.192865947298104	0.563127139151363	4.05239930070035	0.138961414551138	0.889480639880394	0.98373034632542	"g__Streptococcus.s__Streptococcus_tigurinus"	"K00850"
"K00850|g__Veillonella.s__Veillonella_parvula"	0.0964329736490518	-0.438095973068009	4.11472057827898	-0.106470406612943	0.915209134025101	0.98373034632542	"g__Veillonella.s__Veillonella_parvula"	"K00850"
"K00852|g__Atopobium.s__Atopobium_parvulum"	0.150074601971578	0.198057205241138	4.07041815872547	0.0486577048150635	0.961192082592488	0.98373034632542	"g__Atopobium.s__Atopobium_parvulum"	"K00852"
"K00852|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	0.375491398257685	1.52167702265699	4.02182709699035	0.378354659700738	0.705167145361374	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K00852"
"K00857|g__Haemophilus.s__Haemophilus_parainfluenzae"	0.186299003746282	0.51382189678714	4.05457944436449	0.126726311282742	0.899157020334654	0.98373034632542	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K00857"
"K00857|g__Porphyromonas.s__Porphyromonas_gingivalis"	0	NA	NA	NA	NA	NA	"g__Porphyromonas.s__Porphyromonas_gingivalis"	"K00857"
"K00857|g__Prevotella.s__Prevotella_melaninogenica"	0.0964329736490518	-0.438095973068009	4.11472057827898	-0.106470406612943	0.915209134025101	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K00857"
"K00857|g__Streptococcus.s__Streptococcus_cristatus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_cristatus"	"K00857"
"K00857|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K00857"
"K00857|g__Streptococcus.s__Streptococcus_infantis"	0.316062988404916	1.28234272985252	4.02769424074323	0.3183813500242	0.750195683358743	0.98373034632542	"g__Streptococcus.s__Streptococcus_infantis"	"K00857"
"K00857|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	0.644479701891897	2.30505145962482	3.58807068493682	0.642420861244935	0.520599958249095	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K00857"
"K00857|g__Streptococcus.s__Streptococcus_salivarius"	0.621998973878315	2.25193557089052	4.00887986204438	0.561736856275388	0.574295319210759	0.98373034632542	"g__Streptococcus.s__Streptococcus_salivarius"	"K00857"
"K00857|g__Streptococcus.s__Streptococcus_sanguinis"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_sanguinis"	"K00857"
"K00857|g__Streptococcus.s__Streptococcus_tigurinus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_tigurinus"	"K00857"
"K00858|g__Atopobium.s__Atopobium_parvulum"	0	NA	NA	NA	NA	NA	"g__Atopobium.s__Atopobium_parvulum"	"K00858"
"K00858|g__Campylobacter.s__Campylobacter_concisus"	0	NA	NA	NA	NA	NA	"g__Campylobacter.s__Campylobacter_concisus"	"K00858"
"K00858|g__Haemophilus.s__Haemophilus_parainfluenzae"	0.58716452078267	2.16950342122035	4.01003705430444	0.541018297796418	0.588494970773489	0.98373034632542	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K00858"
"K00858|g__Porphyromonas.s__Porphyromonas_gingivalis"	0	NA	NA	NA	NA	NA	"g__Porphyromonas.s__Porphyromonas_gingivalis"	"K00858"
"K00858|g__Prevotella.s__Prevotella_melaninogenica"	2.4391980630098	4.2249192157343	3.10806903679304	1.35933892256578	0.174039215625195	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K00858"
"K00858|g__Rothia.s__Rothia_dentocariosa"	0.289298920947155	1.1485018824254	4.03142058644353	0.284887636454373	0.775730228348392	0.98373034632542	"g__Rothia.s__Rothia_dentocariosa"	"K00858"
"K00858|g__Rothia.s__Rothia_mucilaginosa"	0.192865947298104	0.563127139151363	4.05239930070035	0.138961414551138	0.889480639880394	0.98373034632542	"g__Rothia.s__Rothia_mucilaginosa"	"K00858"
"K00858|g__Streptococcus.s__Streptococcus_cristatus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_cristatus"	"K00858"
"K00858|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K00858"
"K00858|g__Streptococcus.s__Streptococcus_infantis"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_infantis"	"K00858"
"K00858|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	0.639806281436928	2.29339118785584	3.62761262759738	0.632203992898432	0.527253588535977	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K00858"
"K00858|g__Streptococcus.s__Streptococcus_parasanguinis"	0.816644950866267	2.64683431576228	3.44960875884378	0.76728536503642	0.442911867834191	0.98373034632542	"g__Streptococcus.s__Streptococcus_parasanguinis"	"K00858"
"K00858|g__Streptococcus.s__Streptococcus_peroris"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_peroris"	"K00858"
"K00858|g__Streptococcus.s__Streptococcus_salivarius"	0.637664611714838	2.28886297737528	4.00838242157884	0.571019113608859	0.567986686528845	0.98373034632542	"g__Streptococcus.s__Streptococcus_salivarius"	"K00858"
"K00858|g__Streptococcus.s__Streptococcus_sanguinis"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_sanguinis"	"K00858"
"K00858|g__Veillonella.s__Veillonella_dispar"	0.229090349072807	0.813384789713557	3.87606962735024	0.209847827287252	0.833786443262649	0.98373034632542	"g__Veillonella.s__Veillonella_dispar"	"K00858"
"K00858|g__Veillonella.s__Veillonella_parvula"	0.079015747101229	-0.701721957452983	4.13922259323139	-0.16952989157927	0.865379862550003	0.98373034632542	"g__Veillonella.s__Veillonella_parvula"	"K00858"
"K00859|g__Atopobium.s__Atopobium_parvulum"	0	NA	NA	NA	NA	NA	"g__Atopobium.s__Atopobium_parvulum"	"K00859"
"K00859|g__Campylobacter.s__Campylobacter_concisus"	0.079015747101229	-0.701721957452983	4.13922259323139	-0.16952989157927	0.865379862550003	0.98373034632542	"g__Campylobacter.s__Campylobacter_concisus"	"K00859"
"K00859|g__Haemophilus.s__Haemophilus_parainfluenzae"	1.57230116783661	3.59130418608492	3.65799440876971	0.981768637337196	0.326213842311182	0.98373034632542	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K00859"
"K00859|g__Porphyromonas.s__Porphyromonas_gingivalis"	0	NA	NA	NA	NA	NA	"g__Porphyromonas.s__Porphyromonas_gingivalis"	"K00859"
"K00859|g__Prevotella.s__Prevotella_melaninogenica"	0.482774654902738	1.88509537065263	4.01457416501281	0.469562970608768	0.638667285557424	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K00859"
"K00859|g__Rothia.s__Rothia_dentocariosa"	0	NA	NA	NA	NA	NA	"g__Rothia.s__Rothia_dentocariosa"	"K00859"
"K00859|g__Rothia.s__Rothia_mucilaginosa"	0.568357345555789	2.12172268229629	4.01073853169252	0.529010471645213	0.59679818569515	0.98373034632542	"g__Rothia.s__Rothia_mucilaginosa"	"K00859"
"K00859|g__Streptococcus.s__Streptococcus_anginosus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_anginosus"	"K00859"
"K00859|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K00859"
"K00859|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	0.300149203943156	1.20021871735752	4.02994002872615	0.297825453679742	0.765836386408341	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K00859"
"K00859|g__Streptococcus.s__Streptococcus_parasanguinis"	0.474094482607374	1.8655504290504	4.01491981667739	0.464654467394637	0.642178920187973	0.98373034632542	"g__Streptococcus.s__Streptococcus_parasanguinis"	"K00859"
"K00859|g__Streptococcus.s__Streptococcus_salivarius"	0.300149203943156	1.20021871735752	4.02994002872615	0.297825453679742	0.765836386408341	0.98373034632542	"g__Streptococcus.s__Streptococcus_salivarius"	"K00859"
"K00859|g__Streptococcus.s__Streptococcus_sanguinis"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_sanguinis"	"K00859"
"K00859|g__Streptococcus.s__Streptococcus_tigurinus"	0.289298920947155	1.1485018824254	4.03142058644353	0.284887636454373	0.775730228348392	0.98373034632542	"g__Streptococcus.s__Streptococcus_tigurinus"	"K00859"
"K00859|g__Veillonella.s__Veillonella_parvula"	0	NA	NA	NA	NA	NA	"g__Veillonella.s__Veillonella_parvula"	"K00859"
"K00863|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	0.640806149105196	2.29559885903432	4.00829304219097	0.572712332873627	0.566839485633204	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K00863"
"K00864|g__Haemophilus.s__Haemophilus_parainfluenzae"	0.694447777427723	2.41154487648643	3.95978519082594	0.609009014446924	0.542518463839374	0.98373034632542	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K00864"
"K00864|g__Prevotella.s__Prevotella_histicola"	0.909042731696376	2.80214312139727	3.43146374232701	0.81660286449567	0.414155417578042	0.98373034632542	"g__Prevotella.s__Prevotella_histicola"	"K00864"
"K00864|g__Prevotella.s__Prevotella_melaninogenica"	0	NA	NA	NA	NA	NA	"g__Prevotella.s__Prevotella_melaninogenica"	"K00864"
"K00864|g__Rothia.s__Rothia_dentocariosa"	0	NA	NA	NA	NA	NA	"g__Rothia.s__Rothia_dentocariosa"	"K00864"
"K00864|g__Rothia.s__Rothia_mucilaginosa"	0.535806496567785	2.03780208067189	4.01202790397084	0.507923207277548	0.611507198793476	0.98373034632542	"g__Rothia.s__Rothia_mucilaginosa"	"K00864"
"K00864|g__Streptococcus.s__Streptococcus_cristatus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_cristatus"	"K00864"
"K00864|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K00864"
"K00864|g__Streptococcus.s__Streptococcus_infantis"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_infantis"	"K00864"
"K00864|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	2.40550541196798	4.2049521855895	3.11626840679276	1.34935494530049	0.17722298501662	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K00864"
"K00864|g__Streptococcus.s__Streptococcus_oligofermentans"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_oligofermentans"	"K00864"
"K00864|g__Streptococcus.s__Streptococcus_parasanguinis"	0.892767307202374	2.77646860719912	3.42185431060188	0.81139299198006	0.417140022365209	0.98373034632542	"g__Streptococcus.s__Streptococcus_parasanguinis"	"K00864"
"K00864|g__Streptococcus.s__Streptococcus_sanguinis"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_sanguinis"	"K00864"
"K00864|g__Streptococcus.s__Streptococcus_tigurinus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_tigurinus"	"K00864"
"K00865|g__Porphyromonas.s__Porphyromonas_gingivalis"	0	NA	NA	NA	NA	NA	"g__Porphyromonas.s__Porphyromonas_gingivalis"	"K00865"
"K00865|g__Prevotella.s__Prevotella_melaninogenica"	0.407432460588209	1.64117104964571	4.01923963611702	0.408328738326049	0.683032343369936	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K00865"
"K00865|g__Streptococcus.s__Streptococcus_anginosus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_anginosus"	"K00865"
"K00865|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K00865"
"K00865|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	0.203716230294105	0.639074144725402	4.04918128341941	0.157827990399512	0.874592341931011	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K00865"
"K00865|g__Streptococcus.s__Streptococcus_oligofermentans"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_oligofermentans"	"K00865"
"K00865|g__Streptococcus.s__Streptococcus_salivarius"	0.817006590898509	2.64557908399234	3.49056792020436	0.75792224774628	0.448497530715053	0.98373034632542	"g__Streptococcus.s__Streptococcus_salivarius"	"K00865"
"K00865|g__Streptococcus.s__Streptococcus_sanguinis"	0.0964329736490518	-0.438095973068009	4.11472057827898	-0.106470406612943	0.915209134025101	0.98373034632542	"g__Streptococcus.s__Streptococcus_sanguinis"	"K00865"
"K00867|g__Haemophilus.s__Haemophilus_parainfluenzae"	0.852479271630181	2.70806784233094	3.82407253049223	0.708163305151108	0.478843850758177	0.98373034632542	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K00867"
"K00867|g__Rothia.s__Rothia_dentocariosa"	0.289298920947155	1.1485018824254	4.03142058644353	0.284887636454373	0.775730228348392	0.98373034632542	"g__Rothia.s__Rothia_dentocariosa"	"K00867"
"K00867|g__Rothia.s__Rothia_mucilaginosa"	0.742054477594769	2.50844884824565	3.54368539814754	0.707864431068554	0.479029449897466	0.98373034632542	"g__Rothia.s__Rothia_mucilaginosa"	"K00867"
"K00867|g__Streptococcus.s__Streptococcus_cristatus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_cristatus"	"K00867"
"K00867|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K00867"
"K00867|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	1.67076959896806	3.67875973479499	3.28930756446344	1.11839943900019	0.263396433832838	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K00867"
"K00867|g__Streptococcus.s__Streptococcus_oligofermentans"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_oligofermentans"	"K00867"
"K00867|g__Streptococcus.s__Streptococcus_parasanguinis"	0.491511709155197	1.91669847042236	4.01402501295203	0.477500380350835	0.633005850067873	0.98373034632542	"g__Streptococcus.s__Streptococcus_parasanguinis"	"K00867"
"K00867|g__Streptococcus.s__Streptococcus_sanguinis"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_sanguinis"	"K00867"
"K00868|g__Atopobium.s__Atopobium_parvulum"	0.969222862592176	2.89220884035994	3.39483574262358	0.851943675520746	0.394245354260156	0.98373034632542	"g__Atopobium.s__Atopobium_parvulum"	"K00868"
"K00868|g__Campylobacter.s__Campylobacter_concisus"	0.316062988404916	1.28234272985252	4.02769424074323	0.3183813500242	0.750195683358743	0.98373034632542	"g__Campylobacter.s__Campylobacter_concisus"	"K00868"
"K00868|g__Haemophilus.s__Haemophilus_parainfluenzae"	0.557507062559788	2.09427246332883	4.01115210455492	0.522112452666815	0.601592036685124	0.98373034632542	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K00868"
"K00868|g__Prevotella.s__Prevotella_histicola"	2.37308921619821	4.18598453430047	3.1306981346323	1.33707702061544	0.181197497199068	0.98373034632542	"g__Prevotella.s__Prevotella_histicola"	"K00868"
"K00868|g__Prevotella.s__Prevotella_melaninogenica"	0.616573832380315	2.23944229933555	4.00905104390002	0.55859660423705	0.576437058061657	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K00868"
"K00868|g__Streptococcus.s__Streptococcus_cristatus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_cristatus"	"K00868"
"K00868|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K00868"
"K00868|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	1.63114823201044	3.64481627613873	3.25271441627425	1.12054604545136	0.262481142359159	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K00868"
"K00868|g__Streptococcus.s__Streptococcus_oligofermentans"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_oligofermentans"	"K00868"
"K00868|g__Streptococcus.s__Streptococcus_parasanguinis"	1.09609345648569	3.07124335909583	3.33086237056312	0.922056517927096	0.356499096064403	0.98373034632542	"g__Streptococcus.s__Streptococcus_parasanguinis"	"K00868"
"K00868|g__Streptococcus.s__Streptococcus_salivarius"	0.418672824595	1.68259938853081	3.81503683642225	0.441044073930555	0.659181089946077	0.98373034632542	"g__Streptococcus.s__Streptococcus_salivarius"	"K00868"
"K00868|g__Streptococcus.s__Streptococcus_sanguinis"	0.429133026580212	1.71480076449386	4.01774796986641	0.426806454101917	0.669520305171664	0.98373034632542	"g__Streptococcus.s__Streptococcus_sanguinis"	"K00868"
