""	"Gene.symbol"	"baseMean"	"logFC"	"lfcSE"	"stat"	"pvalue"	"adj.P.Val"	"KO_Number"	"KO_Class"	"KO_Subclass_1"	"KO_Subclass_2"	"path"
"117"	"K00615"	11.9011454780295	4.72900630156223	2.96479702439592	1.59505229621099	0.110700541756143	0.121835172541206	"K00615"	"Metabolism"	"Overview"	" Carbon metabolism"	"K00615_Metabolism_Overview_ Carbon metabolism"
"118"	"K00648"	12.0598509220139	4.74807065562428	2.96474103352592	1.60151278035151	0.109263391629354	0.121835172541206	"K00648"	"Metabolism"	"Overview"	" Fatty acid metabolism"	"K00648_Metabolism_Overview_ Fatty acid metabolism"
"119"	"K00868"	11.7924438317269	4.71578534600872	2.96483628804871	1.59057191960922	0.111705948151425	0.121835172541206	"K00868"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Vitamin B metabolism"	"K00868_Metabolism_Metabolism of cofactors and vitamins_ Vitamin B metabolism"
"120"	"K00876"	13.0430371640139	4.86067443645639	2.96442492587853	1.63966858935242	0.101074093304303	0.121835172541206	"K00876"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	"K00876_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"
"121"	"K00928"	12.2991460452793	4.77632046663047	2.96465940740736	1.6110857303529	0.107161038100261	0.121835172541206	"K00928"	"Metabolism"	"Overview"	" -Oxocarboxylic acid metabolism"	"K00928_Metabolism_Overview_ -Oxocarboxylic acid metabolism"
"122"	"K01409"	12.3408806409805	4.78113517995984	2.96464565351329	1.61271724811156	0.106805951529884	0.121835172541206	"K01409"	NA	NA	NA	"K01409_NA_NA_NA"
"123"	"K01687"	12.4846933279826	4.79784696109215	2.9645982668392	1.61838014099884	0.105580699111211	0.121835172541206	"K01687"	"Metabolism"	"Overview"	" -Oxocarboxylic acid metabolism"	"K01687_Metabolism_Overview_ -Oxocarboxylic acid metabolism"
"124"	"K01696"	13.0552280654063	4.86206735529202	2.96442116730058	1.64014054714076	0.100975947446544	0.121835172541206	"K01696"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	"K01696_Metabolism_Overview_ Biosynthesis of amino acids"
"125"	"K01752"	12.3044083630878	4.77701315635213	2.96465742582961	1.61132045636448	0.107109894371868	0.121835172541206	"K01752"	"Metabolism"	"Overview"	" Carbon metabolism"	"K01752_Metabolism_Overview_ Carbon metabolism"
"126"	"K01784"	11.9538368394736	4.7354519759866	2.96477801141275	1.59723660852777	0.110212975238563	0.121835172541206	"K01784"	"Metabolism"	"Carbohydrate metabolism"	" Galactose metabolism"	"K01784_Metabolism_Carbohydrate metabolism_ Galactose metabolism"
"127"	"K01889"	12.6297685916128	4.81446375296995	2.96455168797348	1.62401073069535	0.10437351839283	0.121835172541206	"K01889"	"Genetic Information Processing"	"Translation"	" Aminoacyl-tRNA biosynthesis"	"K01889_Genetic Information Processing_Translation_ Aminoacyl-tRNA biosynthesis"
"128"	"K01939"	11.5010601230147	4.67989972790596	2.96494468333922	1.5784104689047	0.114471341694003	0.121835172541206	"K01939"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	"K01939_Metabolism_Nucleotide metabolism_ Purine metabolism"
"129"	"K02109"	11.3059956240374	4.65525538853661	2.96502069206178	1.57005831392681	0.116401545451363	0.121835172541206	"K02109"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"	"K02109_Metabolism_Energy metabolism_ Oxidative phosphorylation"
"130"	"K02794"	12.5114931175862	4.80094294088031	2.96458954791999	1.61942922056402	0.105354943963877	0.121835172541206	"K02794"	"Metabolism"	"Carbohydrate metabolism"	" Fructose and mannose metabolism"	"K02794_Metabolism_Carbohydrate metabolism_ Fructose and mannose metabolism"
"131"	"K02796"	11.666296788405	4.70042104582447	2.96488236897928	1.58536510419558	0.112883404874181	0.121835172541206	"K02796"	"Metabolism"	"Carbohydrate metabolism"	" Fructose and mannose metabolism"	"K02796_Metabolism_Carbohydrate metabolism_ Fructose and mannose metabolism"
"132"	"K02864"	12.9621563347943	4.8517631692029	2.96444905722135	1.63664919705201	0.101703789750781	0.121835172541206	"K02864"	"Genetic Information Processing"	"Translation"	" Ribosome"	"K02864_Genetic Information Processing_Translation_ Ribosome"
"133"	"K02884"	11.8501702536581	4.72288841285993	2.96481514883912	1.59297904785369	0.111164891419379	0.121835172541206	"K02884"	"Genetic Information Processing"	"Translation"	" Ribosome"	"K02884_Genetic Information Processing_Translation_ Ribosome"
"134"	"K02888"	11.3936349319841	4.66641604110106	2.96498611005027	1.57384077628004	0.115524264469535	0.121835172541206	"K02888"	"Genetic Information Processing"	"Translation"	" Ribosome"	"K02888_Genetic Information Processing_Translation_ Ribosome"
"135"	"K02899"	11.2833104215455	4.65318892491488	2.75779816905584	1.68728407217267	0.0915487421844993	0.121835172541206	"K02899"	"Genetic Information Processing"	"Translation"	" Ribosome"	"K02899_Genetic Information Processing_Translation_ Ribosome"
"136"	"K02959"	12.7693965997359	4.83022976161635	2.96450798480734	1.62935292681637	0.103238327816146	0.121835172541206	"K02959"	"Genetic Information Processing"	"Translation"	" Ribosome"	"K02959_Genetic Information Processing_Translation_ Ribosome"
"137"	"K03076"	11.4278668795896	4.6706968303069	2.96497291618721	1.57529156668087	0.115189159691283	0.121835172541206	"K03076"	"Genetic Information Processing"	"Folding, sorting and degradation"	" Protein export"	"K03076_Genetic Information Processing_Folding, sorting and degradation_ Protein export"
"138"	"K03386"	11.9718142518891	4.73750378456095	2.96477197684729	1.59793192244038	0.110058128731018	0.121835172541206	"K03386"	"Cellular Processes"	"Cell growth and death"	" Apoptosis - fly"	"K03386_Cellular Processes_Cell growth and death_ Apoptosis - fly"
"139"	"K03495"	11.8485605993324	4.72270784757551	2.96481568493212	1.59291785711247	0.111178619757223	0.121835172541206	"K03495"	NA	NA	NA	"K03495_NA_NA_NA"
"140"	"K03496"	11.8750553603537	4.72585977277692	2.9648063365393	1.59398599312669	0.110939172165969	0.121835172541206	"K03496"	NA	NA	NA	"K03496_NA_NA_NA"
"141"	"K03498"	11.2957908498448	4.65394509861691	2.96502476956108	1.56961423944726	0.116504883742528	0.121835172541206	"K03498"	NA	NA	NA	"K03498_NA_NA_NA"
"142"	"K03544"	12.4977137216792	4.79937305770682	2.96459396670874	1.61889726269497	0.10546936994463	0.121835172541206	"K03544"	"Cellular Processes"	"Cell growth and death"	" Cell cycle - Caulobacter"	"K03544_Cellular Processes_Cell growth and death_ Cell cycle - Caulobacter"
"143"	"K03553"	12.9792403622885	4.85369605300403	2.96444381044573	1.63730411617221	0.101566941296884	0.121835172541206	"K03553"	"Genetic Information Processing"	"Replication and repair"	" Homologous recombination"	"K03553_Genetic Information Processing_Replication and repair_ Homologous recombination"
"144"	"K03624"	13.0443493414318	4.86084664171789	2.96442446101335	1.6397269370987	0.101061955498792	0.121835172541206	"K03624"	NA	NA	NA	"K03624_NA_NA_NA"
"145"	"K03629"	11.4161513821436	4.66926722939811	2.9649773180446	1.57480706546433	0.115300985058153	0.121835172541206	"K03629"	"Genetic Information Processing"	"Replication and repair"	" Homologous recombination"	"K03629_Genetic Information Processing_Replication and repair_ Homologous recombination"
"146"	"K03671"	12.3185914481423	4.77861121127681	2.96465285788294	1.61186197519571	0.106991978268244	0.121835172541206	"K03671"	"Organismal Systems"	"Immune system"	" NOD-like receptor signaling pathway"	"K03671_Organismal Systems_Immune system_ NOD-like receptor signaling pathway"
"147"	"K03703"	12.2731052578861	4.77322428755929	2.96466827622963	1.61003655141807	0.107389877008061	0.121835172541206	"K03703"	"Genetic Information Processing"	"Replication and repair"	" Nucleotide excision repair"	"K03703_Genetic Information Processing_Replication and repair_ Nucleotide excision repair"
"148"	"K03744"	12.5000823782153	4.79959143031467	2.96459335176347	1.61897125872581	0.105453447240365	0.121835172541206	"K03744"	NA	NA	NA	"K03744_NA_NA_NA"
"149"	"K06131"	11.518562401991	4.68201884157622	2.96493820761049	1.57912864071106	0.114306553520714	0.121835172541206	"K06131"	"Metabolism"	"Lipid metabolism"	" Glycerophospholipid metabolism"	"K06131_Metabolism_Lipid metabolism_ Glycerophospholipid metabolism"
"150"	"K06901"	12.7108691264791	4.82361225228098	2.96452627059294	1.62711064500575	0.10371360059513	0.121835172541206	"K06901"	NA	NA	NA	"K06901_NA_NA_NA"
"151"	"K07095"	11.4503476076032	4.67353662370225	2.96496418509058	1.57625398890256	0.114967280725231	0.121835172541206	"K07095"	NA	NA	NA	"K07095_NA_NA_NA"
"152"	"K09748"	11.8289523727799	4.7203868845957	2.96482258174915	1.59213131795927	0.111355201501372	0.121835172541206	"K09748"	NA	NA	NA	"K09748_NA_NA_NA"
"153"	"K11754"	12.467092117934	4.79584498145837	2.96460391474811	1.61770176366574	0.105726885740514	0.121835172541206	"K11754"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Folate biosynthesis"	"K11754_Metabolism_Metabolism of cofactors and vitamins_ Folate biosynthesis"
"154"	"K02356"	13.4269793985399	4.21072796876754	2.81342929261977	1.49665320532959	0.134483518253626	0.139723135847923	"K02356"	NA	NA	NA	"K02356_NA_NA_NA"
"155"	"K02879"	20.9806522980985	4.35931078003192	2.95867760513831	1.47339837651157	0.14064364779457	0.145180539658911	"K02879"	"Genetic Information Processing"	"Translation"	" Ribosome"	"K02879_Genetic Information Processing_Translation_ Ribosome"
"156"	"K04078"	12.8388423214549	3.82721983781571	2.62638274986895	1.45722090125922	0.145055412835429	0.148774782395312	"K04078"	NA	NA	NA	"K04078_NA_NA_NA"
"157"	"K02965"	29.596981112424	3.80485198203827	2.93752219118004	1.29525897488108	0.19523090643665	0.198961433311235	"K02965"	"Genetic Information Processing"	"Translation"	" Ribosome"	"K02965_Genetic Information Processing_Translation_ Ribosome"
"158"	"K02528"	14.752117581065	3.59262624230455	2.85605697780604	1.25789725843086	0.208428915325131	0.211067256025449	"K02528"	NA	NA	NA	"K02528_NA_NA_NA"
"159"	"K02950"	26.9883864632452	3.01314284091423	2.70902426730888	1.1122612954322	0.266025820104763	0.267698938470201	"K02950"	"Genetic Information Processing"	"Translation"	" Ribosome"	"K02950_Genetic Information Processing_Translation_ Ribosome"
"160"	"K02996"	20.610484546485	3.0444939877083	2.93488181461171	1.03734807055973	0.299573670338764	0.299573670338764	"K02996"	"Genetic Information Processing"	"Translation"	" Ribosome"	"K02996_Genetic Information Processing_Translation_ Ribosome"
